USER_UUID,USER_CREATED_AT,PROFILE_COMPLETE_AT,HOW_CAN_WE_HELP_YOU,PREVIOUS_EDUCATION_LEVEL,EMPLOYER
95b3233c-1f93-45b5-84c1-076896722cba,2018-05-31 16:03:38,2021-01-04 22:04:04,I want to go to school - I know what type of program I want to attend,Some College,Tree Stores
30e09a07-97f7-406e-b1fb-093387b103e4,2021-01-19 20:45:20,2021-01-19 20:46:33,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
aedb1263-713f-4610-b5a9-eae4cb15fbcf,2020-12-30 18:22:36,2021-01-18 2:35:07,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Electronics United
7d8a72af-8fc8-4b9e-a05d-8b4796f6ab16,2021-01-11 17:32:44,2021-01-13 19:04:29,I'm honestly not sure about going back to school,Bachelors Degree,Soccer Plus
f779ee48-796c-4ba8-a3c4-21a3645fe4be,2021-01-06 2:08:44,2021-01-06 2:10:41,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
655a367c-9d39-418e-bc28-56c93e93d7a5,2021-01-21 22:54:07,2021-01-21 22:55:58,I am already enrolled in a university or school,Master's Degree,Box Stores
5260a1e1-db04-441e-b96c-9c6d6ef8679e,2021-01-05 21:54:52,2021-01-05 21:56:21,,,Electronics United
a8bdae23-1960-4e2d-aba7-38073acfe520,2021-01-05 15:27:53,2021-01-05 15:30:30,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
4eac8734-2c47-447d-9677-7d53e3809cbb,2021-01-20 5:02:01,2021-01-20 5:04:21,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Tree Stores
738035bc-5289-4f8f-ad1f-3ddd182ae19d,2021-01-05 5:36:11,2021-01-05 5:39:09,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
7b2887c5-7b03-45a0-a17c-77dd90372eb3,2021-01-15 17:20:40,2021-01-15 17:22:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
1526dc56-c53f-4148-a9f8-da49ad5b2c57,2021-01-26 13:18:03,2021-01-26 13:26:31,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
293aa975-593c-4447-a52b-690953e68da8,2021-01-23 20:48:15,2021-01-23 20:57:05,I am already enrolled in a university or school,Associates Degree,Tree Stores
38b49035-bc70-45c4-80e4-7fad29486d10,2021-01-28 19:34:57,2021-01-28 19:36:10,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
650049d1-2eb2-4388-b255-46a5a956f456,2021-01-20 14:17:03,2021-01-20 14:18:47,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
982f7396-3277-4c39-bd6e-3ee80ff6a994,2021-01-07 13:54:08,2021-01-07 13:55:40,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
d5586e79-2969-4dda-af36-f9d8cb932a8b,2021-01-24 0:05:15,2021-01-24 0:09:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
f8df5366-0f10-4a5c-894c-1ec2e356636e,2021-01-28 0:01:29,2021-01-28 0:02:52,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Master's Degree,Box Stores
8b52a372-30c7-4081-82ba-dcdb39a306df,2021-01-26 3:52:31,2021-01-26 4:11:12,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
e144cf8c-2df5-4bac-af8b-da9e00a7d17d,2021-01-08 21:20:46,2021-01-08 21:21:58,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
63340f88-118f-4212-b7ef-e1d5d9e27456,2021-01-03 7:05:31,2021-01-03 7:06:37,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
89757ee0-7610-4cbb-a2aa-cbf79bf6df3f,2021-01-25 2:32:47,2021-01-25 2:33:59,I am already enrolled in a university or school,Some College,Box Stores
3475f358-4bcb-4797-8df0-1ad778c75d82,2021-01-18 1:18:58,2021-01-18 1:20:03,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
3aede8bc-2d24-4491-8313-626719773379,2021-01-04 7:02:11,2021-01-04 7:03:42,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
d8713f1b-56f6-4619-8376-c3dc5e2d1a44,2021-01-26 21:44:36,2021-01-26 21:46:32,I am already enrolled in a university or school,Some College,Tree Stores
d54b905b-5721-4253-a064-a5787c750c9e,2021-01-21 17:19:03,2021-01-21 17:20:31,I am already enrolled in a university or school,Bachelors Degree,Box Stores
7def69e7-dfe8-49e2-bec0-4d5e5800e2b2,2020-01-02 21:05:45,2021-01-19 21:25:52,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
19a1dac6-b39e-4dba-83c4-d4bac9da400f,2021-01-26 14:27:45,2021-01-26 14:29:08,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Soccer Plus
43c7ea4f-0e8e-4f21-b030-48335fbc683c,2021-01-20 12:39:22,2021-01-20 12:43:25,I am already enrolled in a university or school,Master's Degree,Tree Stores
d1423516-694d-4c7f-a3e7-f03d636dd652,2021-01-05 20:32:53,2021-01-05 20:35:17,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
778c9a93-3b4d-4f46-9d5c-d0ada14dfe60,2021-01-22 5:07:32,2021-01-29 21:04:30,I am already enrolled in a university or school,Associates Degree,Electronics United
0e54804c-1ec1-4a16-9e41-5f0580c22e96,2021-01-20 2:55:58,2021-01-20 2:57:49,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
83460fc1-c7a6-4991-8f0c-dfd243c371f1,2021-01-08 2:43:56,2021-01-08 2:45:45,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
38287ef3-0d3d-4bd3-8314-524574ad4c6b,2021-01-06 15:01:06,2021-01-06 15:02:29,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
f4aba8a5-967f-4beb-b895-6221b3f0d62a,2021-01-11 17:38:26,2021-01-11 17:40:27,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
c759a6f9-1393-4925-bda8-14b3b1549d91,2021-01-26 14:33:22,2021-01-26 14:34:53,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
5e3af972-5e08-4322-8a3d-7c957e244b30,2021-01-28 23:33:58,2021-01-28 23:35:36,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
080cfab5-effc-430f-a337-8824b33ed8ad,2020-11-30 11:04:06,2021-01-13 5:50:17,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
70ed75fb-fa73-4a00-8ffb-e9f78fb61aac,2020-12-04 0:00:29,2021-01-28 1:10:11,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
ee02d109-e66e-411e-855b-6be12a08d9c7,2021-01-04 15:58:06,2021-01-04 16:00:20,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Soccer Plus
4c9073e9-a30d-44d0-b410-20d8269d127b,2019-10-21 19:45:27,2021-01-11 21:34:44,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Tree Stores
ced4e379-1612-4730-8d84-ef54bc02222f,2021-01-12 17:14:12,2021-01-12 17:15:26,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Box Stores
64b9dfb0-6024-4c07-80da-18dae0f69fd9,2021-01-24 19:22:55,2021-01-24 20:31:03,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
a47e6aac-5f91-42b9-83ad-d43678e9c354,2021-01-22 2:40:03,2021-01-22 2:41:55,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Soccer Plus
0154864f-859e-4711-a770-1918f42b5dff,2021-01-29 3:43:28,2021-01-29 3:44:49,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Tree Stores
b6750e90-0bb9-427c-b565-d9928f683489,2019-02-23 18:12:18,2021-01-12 2:15:51,I want to go to school - I don't know which program I'm interested in yet,Some College,Box Stores
069506f3-ad3d-40d8-9662-81f8e14e543d,2021-01-15 15:22:26,2021-01-15 15:24:32,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Electronics United
0b76dc37-1b0c-44df-aeb7-c0388ae0e6cc,2021-01-20 10:29:45,2021-01-20 10:31:19,I am already enrolled in a university or school,Some College,Soccer Plus
b9237d3b-3a68-4894-98ad-56132bf6e2e9,2021-01-07 14:45:23,2021-01-07 14:46:59,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
bedf04d2-ec64-43be-a90b-991c805ab1f5,2021-01-22 5:17:27,2021-01-28 20:29:09,I am already enrolled in a university or school,Some College,Box Stores
bda5d9b3-ac1c-4c77-97d7-9e4e199be296,2019-04-27 14:39:44,2021-01-15 20:14:00,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
1f355099-1e57-4dd9-9fec-18c6ff31daeb,2021-01-22 9:31:17,2021-01-22 9:32:45,I'm honestly not sure about going back to school,Bachelors Degree,Soccer Plus
c6e1aa26-5f52-40af-9bc2-746b31178688,2021-01-06 19:06:53,2021-01-06 19:08:20,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
990f8b11-b312-4708-ac37-90c4a44e14e8,2021-01-20 23:02:01,2021-01-20 23:03:27,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Master's Degree,Box Stores
7290d4f9-688b-42eb-afb0-9e166ebd561e,2021-01-22 5:23:22,2021-01-27 18:29:09,I am already enrolled in a university or school,Some College,Electronics United
59ac1dd9-5afe-4d15-a288-4fc62350cdb3,2021-01-09 4:56:08,2021-01-09 4:57:59,I want to go back to school but I’m not sure what I want to study,Some High School,Soccer Plus
a9b02e6b-7ac5-4a9f-9961-9e1ded183669,2020-11-24 3:42:47,2021-01-17 23:31:40,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
33a41907-a116-42ed-81c1-3f586f760cd0,2021-01-13 0:17:06,2021-01-13 0:18:27,I want to go back to school but I’m not sure what I want to study,Associates Degree,Box Stores
8d1ead04-9c98-46c0-bdc1-f6f3902a9b56,2021-01-17 17:23:33,2021-01-17 17:25:37,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
2d9d493d-efd6-419d-8ac7-3662d63d724c,2021-01-20 17:21:15,2021-01-20 17:27:32,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
fd45abfc-7034-4967-b8ed-0e7a5c8cae06,2021-01-16 21:13:02,2021-01-16 21:14:33,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Tree Stores
63963a11-2d46-4e45-a3fe-bc5a66976787,2021-01-13 5:55:22,2021-01-13 5:58:17,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
76865c2e-d869-445a-96d0-5fe614c0485d,2020-12-09 5:20:40,2021-01-05 22:10:53,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
2f161f1c-7868-4b3b-affe-22d8f5fa6a09,2021-01-20 21:19:25,2021-01-20 21:22:05,I am already enrolled in a university or school,Some College,Soccer Plus
ffb2bee1-8592-473b-a8dc-72a37fe40604,2021-01-08 1:03:07,2021-01-08 1:10:51,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
4acaa366-8220-4022-b123-bdc483f1545e,2021-01-22 3:08:12,2021-01-22 3:09:13,I'm honestly not sure about going back to school,Bachelors Degree,Box Stores
0c751011-0bfd-4fa7-985f-74e2858519d8,2021-01-24 4:36:43,2021-01-24 4:38:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
ab7c7b6b-8ce5-453c-a865-d6885ac30570,2020-05-25 17:15:26,2021-01-14 12:41:30,I want to go back to school but I’m not sure what I want to study,Associates Degree,Soccer Plus
97117d17-d0f5-466c-86bc-42bc7b897ca8,2021-01-26 18:37:37,2021-01-26 18:39:59,I'm honestly not sure about going back to school,Bachelors Degree,Tree Stores
9eb7bcd9-901a-480a-be76-5f7212e42ed7,2021-01-24 4:02:00,2021-01-24 4:03:29,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
2d27bdbe-7b38-48cb-be65-f7d5bcc70c60,2021-01-04 18:16:25,2021-01-04 18:26:49,I am already enrolled in a university or school,Some College,Electronics United
bfd80e3c-e29e-4a9d-bf8f-e92618239f5d,2021-01-13 12:08:13,2021-01-13 12:10:46,I'm honestly not sure about going back to school,Bachelors Degree,Soccer Plus
f464fa60-cfdc-4d83-abe4-e0f447e25286,2021-01-06 0:14:58,2021-01-06 0:16:14,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Tree Stores
c86d9649-014f-4579-a0d2-7b1a31c47044,2021-01-11 20:40:35,2021-01-12 2:42:00,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
856dd94a-e45b-4c97-af76-0fd7a2b89bb0,2018-10-29 20:11:58,2021-01-09 21:38:13,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Electronics United
193946b6-1346-4d01-8798-94a6765cc375,2020-12-09 17:19:43,2021-01-03 4:08:37,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
8c051e00-61da-4265-a54d-c694966397fb,2021-01-20 17:31:07,2021-01-20 17:32:15,I am already enrolled in a university or school,Some College,Tree Stores
41a10e6c-3d83-48a3-80f9-6ae8e95b8d99,2021-01-02 2:14:23,2021-01-02 2:16:54,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
02e5b63f-7ef2-40ab-bad1-ff4357901ccf,2021-01-15 19:00:56,2021-01-15 19:37:50,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
4abf8634-d413-4c95-8511-c82dec54c392,2021-01-10 20:36:17,2021-01-10 20:37:43,I am already enrolled in a university or school,Associates Degree,Soccer Plus
9ed356e7-d0b9-4f7d-8a26-d56581019e6f,2021-01-21 22:12:38,2021-01-21 22:19:05,I am already enrolled in a university or school,Master's Degree,Tree Stores
c9d4560b-2642-44a8-b45e-21c44e16eaad,2020-07-12 23:21:03,2021-01-25 19:04:49,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
c9414d3a-b350-4885-8bcc-db4906a026f7,2021-01-26 21:03:55,2021-01-26 21:05:42,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
55c6a4b1-52f7-4a6e-a85d-6e4bd8e41d3b,2021-01-20 15:41:11,2021-01-20 15:43:43,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
f22f043e-b78f-4156-aa81-0ef941b8d3e5,2021-01-25 17:09:39,2021-01-25 17:11:07,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
dfded8c0-820b-46cb-a142-705629a2cf72,2021-01-01 23:10:46,2021-01-01 23:13:18,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Box Stores
f24fade6-0a42-4e23-9321-fa764d358d95,2021-01-13 18:38:13,2021-01-13 18:40:44,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
e1682b06-e691-4b0c-82a9-16a16c37bc4d,2021-01-29 0:09:09,2021-01-29 0:10:17,I am already enrolled in a university or school,Some College,Soccer Plus
13c9a493-a87d-4316-a31c-88416b961cfe,2021-01-14 16:22:00,2021-01-14 16:24:08,I'm honestly not sure about going back to school,Bachelors Degree,Tree Stores
411192ba-f890-44c1-a3c9-300bf90c1684,2021-01-07 7:55:27,2021-01-07 8:00:35,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
cdd7f498-cb99-41cd-bd1f-53b56ee24a31,2021-01-06 1:00:15,2021-01-06 1:02:32,I want to go back to school but I’m not sure what I want to study,Associates Degree,Electronics United
c033e5e6-3a7e-4c54-868d-1068ec826bc7,2021-01-06 13:27:37,2021-01-06 13:28:49,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
7661cdd2-0d6b-4bb7-a966-fbc809d45ef9,2020-12-30 17:26:37,2021-01-21 20:21:39,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
2f568822-1b4f-46ce-a362-31d5d6e1d2e5,2021-01-19 23:48:01,2021-01-19 23:49:13,I am already enrolled in a university or school,Bachelors Degree,Box Stores
a4476a8f-1493-414c-817e-d06df9f9972b,2018-06-04 1:30:23,2021-01-06 1:40:01,I want to learn about my employer's benefits,Some College,Electronics United
5a50c03b-8edb-4893-aff3-b930a39beb69,2021-01-08 0:21:12,2021-01-08 0:22:32,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
c57e4c7d-8628-4e66-86f2-3754b463c046,2021-01-29 2:07:24,2021-01-29 2:10:54,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
a66c32bd-8f21-4e8a-91b9-aa079166ddd7,2021-01-06 17:15:28,2021-01-06 17:42:01,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Master's Degree,Box Stores
2df44a7b-6418-4942-bf94-cdb1f6651986,2021-01-24 14:57:58,2021-01-24 14:59:46,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
81effe61-4a48-4a8a-a3a7-794d4c16ae49,2021-01-21 18:36:59,2021-01-21 18:39:13,I'm honestly not sure about going back to school,Bachelors Degree,Soccer Plus
1c10f2b0-573e-4e78-bb0d-d5ac0dde391b,2021-01-04 13:12:29,2021-01-04 13:13:49,I am already enrolled in a university or school,Some College,Tree Stores
0f585255-4c41-4c26-8303-13e4c9d6c296,2020-12-26 14:19:22,2021-01-11 16:14:37,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
adcbd9be-f1ba-4ebb-a132-6563fed3d54a,2021-01-22 2:21:55,2021-01-22 2:23:06,I am already enrolled in a university or school,Some College,Electronics United
98bda389-0cd4-4b7e-94fb-45ce71d4357c,2021-01-21 15:01:50,2021-01-21 15:04:07,I am already enrolled in a university or school,Some College,Soccer Plus
afb3b549-8a23-49f6-98f5-7bf5173bd17f,2021-01-06 4:56:10,2021-01-06 4:57:22,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
d85a275b-a54d-458d-a31b-9c5c9d81961d,2021-01-24 20:02:54,2021-01-24 20:04:09,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Box Stores
4b93fbff-3f8c-4e14-85d0-1edaec0b7e8c,2021-01-25 2:53:42,2021-01-25 2:55:31,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
51b0faff-c64e-4828-a931-fc6dbf660a04,2018-05-11 14:57:56,2021-01-10 19:03:46,I want to go to school - I don't know which program I'm interested in yet,Bachelors Degree,Soccer Plus
f438757a-972d-41ab-a32a-64ff6837f975,2021-01-29 16:53:32,2021-01-29 16:55:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
c2867e18-5df6-42a9-b2d0-7c169c94e0e9,2021-01-10 5:41:27,2021-01-10 5:43:54,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
fe3341b6-4b90-4a89-9269-782bd29d2837,2021-01-20 16:26:20,2021-01-20 16:27:43,I am already enrolled in a university or school,Bachelors Degree,Electronics United
9347f6bd-86d6-4bea-804c-61608488ff1d,2021-01-20 18:33:35,2021-01-20 18:36:27,I am already enrolled in a university or school,Master's Degree,Soccer Plus
a1bde823-9e87-4afd-91c5-ba260116ac4b,2021-01-06 13:20:35,2021-01-06 13:21:39,I primarily want to learn or improve a language,Associates Degree,Tree Stores
ca086953-9217-46b0-98bb-5a1594ba91a6,2021-01-29 15:11:36,2021-01-29 15:14:19,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
bdf346b8-9db7-47c2-8867-50467d619fc5,2021-01-24 17:58:38,2021-01-24 17:59:58,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
3aa98e31-ce6b-42cc-ab07-d1e36937674d,2021-01-05 15:27:06,2021-01-05 15:31:26,I primarily want to learn or improve a language,Master's Degree,Soccer Plus
8e0b6e7c-e9f2-4764-8cfb-647a4913ea8b,2021-01-29 17:16:11,2021-01-29 17:49:09,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
dd6598b6-bdb3-4641-b485-acd9d3c7d5a1,2021-01-20 3:08:31,2021-01-20 3:10:39,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
8acf0e39-375c-4cbb-98a3-6bf30fc0dd08,2020-09-17 20:22:39,2021-01-11 23:26:26,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
1a27518d-3980-4f73-9acf-4665bcd2931d,2021-01-02 1:03:46,2021-01-02 1:05:05,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
df739a52-507c-4900-be1a-a9374b8bcfe5,2021-01-22 0:00:59,2021-01-22 15:00:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Tree Stores
4d829470-8f3f-4fdd-b93c-66a65e100b83,2021-01-23 15:04:23,2021-01-23 15:08:07,I'm honestly not sure about going back to school,Bachelors Degree,Box Stores
753c7985-3179-4bd8-831c-d0da40c2739d,2021-01-22 7:39:49,2021-01-22 7:42:10,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
347f671d-906e-40a1-8716-b5b7f66300c4,2021-01-13 4:41:37,2021-01-13 4:43:01,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
6bd4f6fc-0939-4cd5-8949-2450f0c359df,2021-01-10 1:48:21,2021-01-10 1:51:34,I want to go back to school but I’m not sure what I want to study,Some High School,Tree Stores
5e4932a8-234a-40f3-8e51-bbd0603c59f1,2020-11-28 20:56:30,2021-01-02 20:11:02,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
441376ff-be33-46a5-85cd-a71f34bb8d7d,2020-11-25 12:28:53,2021-01-28 12:57:56,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
9252b837-6bc2-4835-9149-c2f777406b13,2021-01-22 4:47:24,2021-01-28 15:25:18,I am already enrolled in a university or school,Bachelors Degree,Soccer Plus
55f1b8c7-866a-42ac-8798-2d9da02d878d,2021-01-20 23:25:53,2021-01-21 18:42:25,I primarily want to learn or improve a language,Some College,Tree Stores
e9787ce8-33dc-439d-a2ec-cbeaf00cc182,2021-01-06 1:15:54,2021-01-06 1:27:20,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
88395cfb-66d6-4d9e-9a02-42f63d068f21,2021-01-20 13:24:37,2021-01-20 13:29:53,I am already enrolled in a university or school,Bachelors Degree,Electronics United
a804f328-a0a9-449c-86b3-3a5f4647563f,2021-01-13 12:44:19,2021-01-13 12:46:12,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
b607aba6-7059-48a1-88b7-18385b08bd87,2021-01-25 18:25:42,2021-01-25 18:27:15,I am already enrolled in a university or school,Some College,Tree Stores
9042e91d-e62f-4035-b1c5-2f80abb57617,2021-01-06 14:03:52,2021-01-06 14:05:29,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
9ba35f16-39f4-481a-bad8-907fe12d9e6f,2019-03-12 14:29:38,2021-01-14 18:42:52,I want to go to school - I don't know which program I'm interested in yet,Some College,Electronics United
57250ca7-14a8-410c-85ff-b83d2980cdfc,2021-01-03 22:43:12,2021-01-03 22:45:49,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
3e63ecf8-5321-4158-933b-233770935215,2021-01-26 23:20:13,2021-01-26 23:21:36,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Tree Stores
e8b65357-6daf-4114-adf1-4b18e98b249b,2021-01-18 16:15:23,2021-01-18 16:17:27,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
4f5cd0d8-4457-4cb2-bcc2-65c994344f0d,2021-01-13 17:09:53,2021-01-13 17:11:44,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
9b445312-bd3f-4e64-869b-26dbd6eaf4fe,2021-01-24 22:27:49,2021-01-24 22:29:46,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
fa6b702b-a44c-4a48-a2e1-8904d22ddf3f,2021-01-20 18:08:55,2021-01-20 18:10:02,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Tree Stores
d6cc3425-c815-47d5-a079-50138842d6bb,2021-01-01 18:21:22,2021-01-01 18:23:17,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
7b2d588b-1c6b-49df-bbf5-bbaf4e4c3b98,2021-01-12 21:27:47,2021-01-12 21:28:59,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
78cf61fc-a828-40fa-a776-5cc5e1431c57,2021-01-14 21:53:55,2021-01-14 21:55:55,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
4f6887af-711d-4ba5-8272-871969ac8c7c,2021-01-23 2:32:08,2021-01-23 2:38:41,I'm honestly not sure about going back to school,Bachelors Degree,Tree Stores
b000d3e6-641e-4d3d-9e2a-086bc3280cfa,2021-01-30 18:18:37,2021-01-30 18:20:31,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
9b6aa2f3-62ad-41ae-adab-03461fd5ebe5,2021-01-06 0:45:53,2021-01-06 0:48:25,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
98eaf2da-c328-4d7b-aafb-0d55823aecea,2021-01-07 20:54:06,2021-01-07 20:59:06,I'm honestly not sure about going back to school,Some College,Soccer Plus
d1767a66-b818-42da-ba19-b3b1ba1f114a,2021-01-14 20:36:33,2021-01-14 20:38:19,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
f3f04321-d740-4978-b593-ca42d325a579,2021-01-24 0:23:36,2021-01-24 0:24:58,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
3ebc9f3d-4547-4958-aa77-4273642f311b,2021-01-17 1:23:50,2021-01-17 1:25:17,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
ca5f07b9-07fb-4695-8b10-1bb33aa415e5,2021-01-11 17:09:56,2021-01-11 17:11:15,I am already enrolled in a university or school,Some College,Soccer Plus
75754498-f1d9-452e-96cf-2051d582d4d0,2021-01-20 3:31:37,2021-01-20 3:32:56,I want to go back to school but I’m not sure what I want to study,Associates Degree,Tree Stores
10b2f272-c8cf-4b86-812b-5eae0ce70fe8,2021-01-28 14:43:53,2021-01-28 14:44:56,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
f66e507d-912f-41d7-8de4-fc3718ebef9f,2021-01-13 19:32:07,2021-01-13 19:33:24,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
1b5c6b3c-0f1d-4941-ae26-0a908b582d58,2021-01-26 23:46:37,2021-01-26 23:51:22,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
e0be8552-0c48-417f-a5eb-859677d6e0c5,2021-01-01 15:51:37,2021-01-01 15:52:55,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Tree Stores
